Job Title,Job Location,Company,Estimate Base Salary,Low Estimate,High Estimate,Company Size,Company Type,Company Sector,Company Industry,Company Revenue,Company Rating,Company Friend Reccomendation,Companny Number of Rater,Company Career Opportinities,Compensation and Benefits,Company Culture and Values,Company Senior Management,Company Work Life Balance,State,python_yn,r_yn,sql_yn,java_yn,julia_yn,scala_yn,c_yn,c++_yn,javascript_yn,spark_yn,hadoop_yn,matlab_yn,sas_yn,git_yn,excel_yn,nosql_yn,aws_yn,mongodb_yn,cassandra_yn,hive_yn,bigml_yn,tableau_yn,powerbi_yn,nlp_yn,pytorch_yn,tensorflow_yn,mathematic_yn,statistic_yn
Lead BI Manager,Brisbane,Aginic,125095,108000,145000,51 to 200 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,3.5,70.0,0.0,3.4,3.4,4.0,3.3,4.0,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst Manager,Brisbane,Deloitte,70725,61000,82000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Environmental Specialist,Brisbane,Hastings Deering,77160,67000,89000,1001 to 5000 Employees,Company - Private,"Construction, Repair & Maintenance Services",Commercial Equipment Services,$1 to $2 billion (USD),3.5,51.0,2.0,3.2,3.7,2.8,2.6,3.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Fortitude Valley,RPS Group,91107,72000,114000,5001 to 10000 Employees,Company - Public,Management & Consulting,Business Consulting,$500 million to $1 billion (USD),3.9,78.0,157.0,3.8,3.4,3.8,3.6,3.9,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Systems Administrator,Herston,QIMR Berghofer Medical Research Institute,110861,107000,115000,501 to 1000 Employees,Government,Management & Consulting,Research & Development,Unknown / Non-Applicable,3.2,48.0,0.0,2.5,3.2,2.7,2.7,3.2,Queensland,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterprise Architect,Brisbane,Microsoft,157901,142000,175000,10000+ Employees,Company - Public,Information Technology,Computer Hardware Development,$10+ billion (USD),4.4,91.0,8481.0,4.2,4.1,4.4,4.1,4.2,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lab Technician,Stafford,Australian Laboratory Services,54652,52000,57000,10000+ Employees,Company - Public,Management & Consulting,Research & Development,$1 to $2 billion (USD),3.1,51.0,226.0,2.7,2.6,3.0,2.7,2.9,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation Engineer,Brisbane,Hatch,87936,67000,116000,10000+ Employees,Company - Private,"Energy, Mining, Utilities",Mining & Metals,$1 to $2 billion (USD),4.1,86.0,311.0,4.1,3.8,4.2,3.7,3.8,Queensland,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Field Service Engineer,Brisbane,Rockwell Automation,86429,83000,90000,10000+ Employees,Company - Public,Manufacturing,Machinery Manufacturing,$5 to $10 billion (USD),3.9,80.0,890.0,3.6,3.6,4.0,3.5,3.8,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Urban Planner,Brisbane,ERM Group,63592,51000,80000,5001 to 10000 Employees,Company - Private,Management & Consulting,Business Consulting,$500 million to $1 billion (USD),3.7,72.0,20.0,3.6,3.1,3.8,3.4,3.4,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager,Herston,QIMR Berghofer Medical Research Institute,110861,107000,115000,501 to 1000 Employees,Government,Management & Consulting,Research & Development,Unknown / Non-Applicable,3.2,48.0,0.0,2.5,3.2,2.7,2.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Data Scientist,Brisbane,Entain,115000,100000,130000,10000+ Employees,Company - Public,"Arts, Entertainment & Recreation",Gambling & Betting,$2 to $5 billion (USD),3.5,63.0,187.0,3.1,3.3,3.3,3.2,3.3,Queensland,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Administrative Assistant,Brisbane,Wenco (a Hitachi Subsidiary),54387,47000,63000,51 to 200 Employees,Company - Private,Information Technology,Enterprise Software & Network Solutions,$25 to $50 million (USD),4.4,91.0,19.0,4.2,3.6,4.5,4.3,4.6,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Group Manager,Brisbane,Emesent,54387,51000,58000,51 to 200 Employees,Company - Private,Aerospace & Defence,Aerospace & Defence,Unknown / Non-Applicable,3.9,84.0,7.0,4.4,4.2,4.6,4.2,4.5,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Biologist,Cairns,Department of Agriculture & Water Resources,91644,86000,97000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),4.0,83.0,10.0,4.0,4.4,4.0,3.8,4.7,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Brisbane,Global Land Supply,115000,115000,115000,5001 to 10000 Employees,Company - Public,Hotel & Travel Accommodation,Travel Agencies,$10+ billion (USD),3.5,59.0,401.0,3.7,3.3,3.5,3.3,3.0,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),3.7,67.0,292.0,3.8,4.0,4.1,3.7,4.1,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,212000,173000,251000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,South Australia,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Technology Analyst I,Adelaide,Australian Government Department of Defence,112863,106000,120000,10000+ Employees,Government,Government & Public Administration,National Services & Agencies,$10+ billion (USD),3.9,85.0,0.0,3.9,3.7,3.7,3.3,3.7,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Architect,Adelaide,CSIRO,128047,118000,138000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Support Engineer,Adelaide,DTEX Systems,72088,62000,85000,51 to 200 Employees,Company - Private,Information Technology,Enterprise Software & Network Solutions,$5 to $10 million (USD),4.1,55.0,1.0,3.1,2.9,3.5,3.3,3.0,South Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,Adelaide,KPMG,80237,56000,116000,1001 to 5000 Employees,Company - Private,Management & Consulting,Business Consulting,$25 to $50 million (USD),4.1,83.0,180.0,4.2,3.7,4.1,3.8,3.2,South Australia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Devops Engineer,Adelaide,CSIRO,106500,102000,111000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,South Australia,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Engineer I,Adelaide,AWS Australia Pty Ltd,109991,84000,144000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),3.8,74.0,19407.0,3.9,3.9,3.7,3.5,3.4,South Australia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Postdoctoral Research Fellow,Adelaide,CSIRO,93500,89000,98000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Associate Research Assistant,Adelaide,University of South Australia,93165,93000,93000,1001 to 5000 Employees,Contract,Education,Colleges & Universities,$500 million to $1 billion (USD),4.3,98.0,38.0,3.8,4.1,4.1,3.9,4.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Advisor,Adelaide,Australian Trade and Investment Commission (Austrade),104824,91000,119000,201 to 500 Employees,Government,Government & Public Administration,National Services & Agencies,$25 to $50 million (USD),3.2,60.0,2.0,2.6,3.3,3.0,2.9,3.5,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Consultant,Adelaide,AECOM,105148,81000,136000,10000+ Employees,Company - Public,"Construction, Repair & Maintenance Services",Architectural & Engineering Services,$10+ billion (USD),3.7,73.0,802.0,3.7,3.4,3.6,3.3,3.5,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Systems Engineer,Adelaide,Palo Alto Networks,165476,153000,179000,10000+ Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$2 to $5 billion (USD),4.1,78.0,564.0,3.8,4.3,4.0,3.8,3.8,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Adelaide,Australian Government Department of Defence,82842,70000,96000,10000+ Employees,Government,Government & Public Administration,National Services & Agencies,$10+ billion (USD),3.9,85.0,0.0,3.9,3.7,3.7,3.3,3.7,South Australia,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Systems Administrator,Adelaide,Transaction Network Services,73726,64000,84000,501 to 1000 Employees,Company - Private,Information Technology,Information Technology Support Services,$100 to $500 million (USD),3.8,66.0,29.0,3.3,3.4,3.9,3.4,3.3,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Adelaide,Capgemini,188296,176000,201000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,87.0,16.0,4.0,3.4,4.2,3.8,4.1,South Australia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Logistics Associate,Thebarton,Abcam,63657,47000,86000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$100 to $500 million (USD),4.0,82.0,283.0,3.9,3.9,4.5,3.9,4.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Adelaide,Splunk,131119,122000,142000,5001 to 10000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$2 to $5 billion (USD),4.1,79.0,59.0,3.8,4.3,4.2,3.7,4.1,South Australia,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Fellow,Adelaide,The University of Adelaide,85378,73000,98000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),3.7,68.0,42.0,3.5,3.7,3.5,2.9,3.5,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Adelaide,Capgemini,87157,68000,111000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.0,80.0,1321.0,4.0,3.4,4.2,3.8,4.1,South Australia,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Senior Lecturer,Adelaide,The University of Adelaide,121235,101000,142000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),3.7,68.0,42.0,3.5,3.7,3.5,2.9,3.5,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lab Technician,Thebarton,Viterra,79290,71000,89000,1001 to 5000 Employees,Company - Private,Agriculture,Farm Support Services,Unknown / Non-Applicable,3.7,72.0,17.0,3.5,3.5,3.7,3.4,3.4,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Training Specialist,Adelaide,Accenture,141008,116000,172000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Customer Success Manager,Tanunda,Humanology,77356,60000,100000,1 to 50 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",Unknown / Non-Applicable,5.0,100.0,0.0,4.7,4.5,5.0,5.0,5.0,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Adelaide,Capgemini,80753,69000,95000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,87.0,16.0,4.0,3.4,4.2,3.8,4.1,South Australia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Leader,Adelaide,PwC,65630,52000,83000,1001 to 5000 Employees,Company - Private,Finance,Accounting & Tax,$100 to $500 million (USD),3.9,80.0,4250.0,4.1,3.4,3.9,3.6,3.0,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Management Consultant Manager,Adelaide,Capgemini,129211,123000,135000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.0,80.0,1321.0,4.0,3.4,4.2,3.8,4.1,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Specialist,Adelaide,Accenture,62925,55000,72000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Senior Manager Management Consultant,Adelaide,Capgemini Australia,129211,123000,135000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,87.0,16.0,4.0,3.4,4.2,3.8,4.1,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Adelaide,Capgemini Australia,92057,85000,100000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,87.0,16.0,4.0,3.4,4.2,3.8,4.1,South Australia,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Adelaide,Amazon Support Services PtyLtd,138636,124000,155000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),3.8,74.0,19407.0,3.9,3.9,3.7,3.5,3.4,South Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Technical Consultant,Adelaide,DXC Technology,73145,54000,98000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$1 to $2 billion (USD),3.6,69.0,5469.0,3.4,3.1,3.6,3.3,3.8,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Adelaide,Naval Group,102250,85000,123000,5001 to 10000 Employees,Company - Private,Aerospace & Defence,Aerospace & Defence,$2 to $5 billion (USD),3.9,90.0,36.0,3.4,3.9,3.7,3.2,4.0,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operations Support Specialist,Adelaide,The University of Adelaide,78446,74000,83000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),3.7,68.0,42.0,3.5,3.7,3.5,2.9,3.5,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Applications Engineer,Adelaide,PwC,83153,80000,86000,1001 to 5000 Employees,Company - Private,Finance,Accounting & Tax,$100 to $500 million (USD),3.9,80.0,3999.0,4.1,3.4,3.9,3.6,3.0,South Australia,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Associate Consultant,Adelaide,Capgemini Australia,66000,66000,66000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,87.0,16.0,4.0,3.4,4.2,3.8,4.1,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Sydney,Avanade,139932,126000,156000,10000+ Employees,Company - Private,Information Technology,Information Technology Support Services,$2 to $5 billion (USD),4.3,89.0,896.0,4.3,4.0,4.5,4.1,4.1,South Australia,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
Enterprise Architect,Adelaide,Accenture,133393,114000,156000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.6,67.0,1279.0,4.0,3.4,3.8,3.4,3.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,Adelaide,PwC,73849,55000,100000,1001 to 5000 Employees,Company - Private,Finance,Accounting & Tax,$100 to $500 million (USD),3.9,80.0,3999.0,4.1,3.4,3.9,3.6,3.0,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education Manager,Adelaide,The University of Adelaide,123040,119000,127000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),3.7,68.0,42.0,3.5,3.7,3.5,2.9,3.5,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Specialist,Adelaide,Accenture,130881,107000,161000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,South Australia,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lead Petroleum Engineer,Adelaide,Accenture,107416,82000,141000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,South Australia,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Engineer,Adelaide,DXC Technology,84705,57000,125000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$1 to $2 billion (USD),3.6,69.0,5469.0,3.4,3.1,3.6,3.3,3.8,South Australia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant,Adelaide,University of South Australia,74385,74000,74000,1001 to 5000 Employees,Contract,Education,Colleges & Universities,$500 million to $1 billion (USD),4.3,98.0,38.0,3.8,4.1,4.1,3.9,4.2,South Australia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operations Administrator,Adelaide,Talent International,101790,84000,120000,201 to 500 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",$500 million to $1 billion (USD),4.4,89.0,16.0,4.1,4.1,4.3,4.1,4.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Materials Scientist,Adelaide,Amazon Support Services PtyLtd,150644,123000,185000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),3.8,74.0,19407.0,3.9,3.9,3.7,3.5,3.4,South Australia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Network Specialist,Adelaide,Talent International,101790,84000,120000,201 to 500 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",$500 million to $1 billion (USD),4.4,89.0,16.0,4.1,4.1,4.3,4.1,4.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Engineer,Adelaide,PwC,73849,55000,100000,1001 to 5000 Employees,Company - Private,Finance,Accounting & Tax,$100 to $500 million (USD),3.9,80.0,3999.0,4.1,3.4,3.9,3.6,3.0,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIS Analyst,Mile End,Mission Solutions,82182,74000,91000,501 to 1000 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,4.5,92.0,13.0,3.9,4.0,4.5,4.1,4.5,South Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Adelaide,Amazon Support Services PtyLtd,138636,124000,155000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),3.8,74.0,19407.0,3.9,3.9,3.7,3.5,3.4,South Australia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Analyst I,Adelaide,Gaming Laboratories International,75895,60000,96000,501 to 1000 Employees,Company - Private,Management & Consulting,Business Consulting,$50 to $100 million (USD),3.4,51.0,82.0,2.8,2.9,3.3,3.0,3.5,South Australia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Housekeeper,Adelaide,Employment Plus AU,46133,42000,50000,5001 to 10000 Employees,Non-profit Organisation,Non-profit & NGO,Religious Institutions,Unknown / Non-Applicable,3.4,59.0,301.0,3.0,3.0,3.5,3.0,3.4,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Specialist,Adelaide,"Department of Industry, Science, Energy & Resources",93909,72000,122000,1001 to 5000 Employees,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.9,77.0,0.0,3.7,3.5,4.0,3.4,4.1,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technician,Adelaide,Accenture,55894,52000,60000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.6,67.0,1279.0,4.0,3.4,3.8,3.4,3.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Software Engineer,Mile End,Mission Solutions,77227,71000,84000,501 to 1000 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,4.5,92.0,13.0,3.9,4.0,4.5,4.1,4.5,South Australia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Writer,Elizabeth,The Walter and Eliza Hall Institute of Medical Research,98109,94000,102000,501 to 1000 Employees,Company - Private,Management & Consulting,Research & Development,$100 to $500 million (USD),4.3,88.0,2.0,3.7,4.0,4.3,3.6,3.6,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Administrative Assistant,Adelaide,QinetiQ,79373,63000,100000,1001 to 5000 Employees,Company - Private,Aerospace & Defence,Aerospace & Defence,$1 to $2 billion (USD),3.9,82.0,202.0,3.7,3.2,4.0,3.5,4.3,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior QA Analyst,Adelaide,Ceridian,87516,69000,111000,5001 to 10000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$1 to $2 billion (USD),3.8,73.0,1190.0,3.6,3.7,3.9,3.5,4.0,South Australia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education Consultant,Adelaide,Deloitte,92952,72000,120000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operations Manager,Adelaide,Technicolor Creative Studios,82049,68000,99000,10000+ Employees,Company - Public,Media & Communication,Film Production,$2 to $5 billion (USD),3.9,80.0,102.0,3.7,3.5,3.8,3.4,3.5,South Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Development Manager,Adelaide,Perennial,99800,83000,120000,1 to 50 Employees,Company - Private,Information Technology,Software Development,Unknown / Non-Applicable,5.0,100.0,0.0,5.0,4.7,5.0,5.0,3.7,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applications Support Analyst II,Adelaide,DXC Technology,70946,64000,79000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$1 to $2 billion (USD),3.6,69.0,5469.0,3.4,3.1,3.6,3.3,3.8,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Adelaide,Canonical - Jobs,125771,123000,129000,501 to 1000 Employees,Company - Private,Information Technology,Computer Hardware Development,$50 to $100 million (USD),3.4,60.0,72.0,3.6,3.5,3.3,3.0,3.6,South Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
