Job Title,Job Location,Company,Estimate Base Salary,Low Estimate,High Estimate,Company Size,Company Type,Company Sector,Company Industry,Company Revenue,Company Rating,Company Friend Reccomendation,Companny Number of Rater,Company Career Opportinities,Compensation and Benefits,Company Culture and Values,Company Senior Management,Company Work Life Balance,State,python_yn,r_yn,sql_yn,java_yn,julia_yn,scala_yn,c_yn,c++_yn,javascript_yn,spark_yn,hadoop_yn,matlab_yn,sas_yn,git_yn,excel_yn,nosql_yn,aws_yn,mongodb_yn,cassandra_yn,hive_yn,bigml_yn,tableau_yn,powerbi_yn,nlp_yn,pytorch_yn,tensorflow_yn,mathematic_yn,statistic_yn
Analyst,Melbourne,ANZ Banking Group,95917,80000,115000,10000+ Employees,Company - Public,Finance,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,354.0,3.9,3.7,4.1,3.7,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clinical Research Associate,Mulgrave,Bristol Myers Squibb,96555,79000,118000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),3.9,76.0,1165.0,3.6,3.9,3.8,3.5,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,ANZ Banking Group,115631,94000,143000,10000+ Employees,Company - Public,Finance,Banking & Lending,Unknown / Non-Applicable,3.9,80.0,2339.0,3.9,3.7,4.1,3.7,4.0,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,ANZ Banking Group,115631,94000,143000,10000+ Employees,Company - Public,Finance,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,1596.0,3.9,3.7,4.1,3.7,4.0,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Melbourne,Alfred Health,62718,62000,63000,5001 to 10000 Employees,Hospital,Healthcare,Healthcare Services & Hospitals,Unknown / Non-Applicable,4.2,93.0,28.0,4.0,3.6,4.1,4.0,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,212000,173000,251000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,Victoria,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,NAB - National Australia Bank,105936,84000,134000,10000+ Employees,Company - Public,Finance,Banking & Lending,$10+ billion (USD),3.8,80.0,588.0,3.8,3.5,3.8,3.4,3.9,Victoria,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,75.0,3.5,3.7,3.7,3.4,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Telstra,116663,95000,144000,10000+ Employees,Company - Public,Telecommunications,Telecommunications Services,$10+ billion (USD),3.9,79.0,1263.0,3.6,3.8,3.9,3.4,4.2,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Technology Associate,Melbourne,Infosys,67439,53000,86000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$10+ billion (USD),3.8,79.0,19272.0,3.8,3.0,4.0,3.5,3.7,Victoria,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Associate,Melbourne,"Medpace, Inc.",67053,59000,76000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.3,61.0,401.0,3.4,2.9,3.2,3.0,3.1,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Customer Relations Manager,Melbourne,Scout Talent North America,61241,59000,64000,51 to 200 Employees,Company - Private,Information Technology,Computer Hardware Development,$10 to $25 million (USD),4.2,87.0,12.0,4.1,4.0,4.4,4.3,4.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,1842.0,3.1,2.9,3.3,3.1,3.5,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Graduate Research Fellow,Melbourne,CSIRO,89465,87000,92000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,Victoria,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant,Melbourne,Murdoch Childrens Research Institute,88625,80000,97000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",$50 to $100 million (USD),4.2,72.0,0.0,3.9,3.8,4.2,3.5,3.5,Victoria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical Assistant,Melbourne,Baker Heart and Diabetes Institute,76750,74000,79000,Unknown,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",Unknown / Non-Applicable,4.2,74.0,0.0,3.4,3.6,4.0,3.5,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Systems Analyst,Melbourne,State Street Corporation,91490,76000,110000,10000+ Employees,Company - Public,Finance,Investment & Asset Management,$10+ billion (USD),3.4,63.0,1337.0,3.3,3.1,3.4,3.1,3.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Research Assistant,Melbourne,La Trobe University,79286,77000,82000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,Unknown / Non-Applicable,3.7,56.0,33.0,3.3,3.4,3.4,3.3,3.8,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC Analyst,Melbourne,Seqirus,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,75.0,3.5,3.7,3.7,3.4,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Melbourne,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,Openpay Group,104757,93000,118000,201 to 500 Employees,Company - Public,Finance,Banking & Lending,Unknown / Non-Applicable,3.7,71.0,6.0,3.3,3.6,3.6,3.4,3.7,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Music Teacher,Melbourne,Schools (Government),94248,80000,111000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.7,71.0,5.0,3.5,3.1,3.3,3.2,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Melbourne,Link Group,81289,69000,96000,1001 to 5000 Employees,Company - Public,Management & Consulting,Research & Development,$500 million to $1 billion (USD),3.2,59.0,84.0,3.1,2.8,3.2,3.0,3.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elementary School Teacher,Melbourne,Schools (Government),68031,64000,73000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.7,71.0,5.0,3.5,3.1,3.3,3.2,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reporting Analyst,Melbourne,Museum Victoria,76648,73000,81000,Unknown,Non-profit Organisation,"Arts, Entertainment & Recreation",Culture & Entertainment,Unknown / Non-Applicable,4.2,80.0,0.0,3.5,3.7,4.1,3.3,4.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,Finecast,84323,79000,90000,10000+ Employees,Subsidiary or Business Segment,Media & Communication,Publishing,Unknown / Non-Applicable,3.9,79.0,328.0,3.8,3.3,3.8,3.6,3.4,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Research Assistant,Waurn Ponds,Deakin University,68356,65000,71000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),4.0,69.0,103.0,3.6,3.8,3.8,3.5,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translator,Southbank,Kraft Heinz Company,84514,82000,87000,10000+ Employees,Company - Public,Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),3.4,59.0,702.0,3.5,3.7,3.1,2.9,2.8,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant,Melbourne,University of Melbourne,90944,77000,105000,5001 to 10000 Employees,College / University,Education,Colleges & Universities,$2 to $5 billion (USD),4.3,89.0,129.0,3.6,4.0,4.0,3.5,4.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Manager,Malvern,Cabrini Health,142618,113000,180000,1001 to 5000 Employees,Hospital,Healthcare,Healthcare Services & Hospitals,$1 to $5 million (USD),3.8,79.0,0.0,3.6,3.1,3.7,3.2,3.4,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Deloitte,89531,84000,95000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Risk Manager,Melbourne,Deloitte,90554,82000,100000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Victoria,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Machine Learning Engineer,Melbourne,KJR,85146,85000,85000,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,2.0,5.0,5.0,5.0,5.0,5.0,Victoria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,TabCorp Holdings,91378,85000,99000,1001 to 5000 Employees,Company - Public,"Arts, Entertainment & Recreation",Gambling & Betting,$2 to $5 billion (USD),3.3,55.0,1014.0,3.2,3.3,3.4,2.8,3.6,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Research Assistant,Melbourne,University of Melbourne,90944,77000,105000,5001 to 10000 Employees,College / University,Education,Colleges & Universities,$2 to $5 billion (USD),4.3,89.0,129.0,3.6,4.0,4.0,3.5,4.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Specialist,Melbourne,Deloitte,72153,64000,81000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Melbourne,Peter MacCallum Cancer Centre,79081,74000,84000,1001 to 5000 Employees,Hospital,Healthcare,Healthcare Services & Hospitals,$100 to $500 million (USD),4.2,87.0,17.0,3.5,3.3,3.7,3.3,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Mulgrave,"Agilent Technologies, Inc.",83138,72000,96000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$2 to $5 billion (USD),4.3,90.0,777.0,3.9,4.0,4.4,3.9,4.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behavioural Specialist,Melbourne,Transport Accident Commission,114226,114000,114000,501 to 1000 Employees,Government,Government & Public Administration,National Services & Agencies,$1 to $2 billion (USD),4.3,88.0,0.0,4.4,4.3,4.5,4.1,4.8,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Specialist,Melbourne,Tata Consultancy Services (TCS),105000,90000,120000,10000+ Employees,Company - Public,Information Technology,Computer Hardware Development,$10+ billion (USD),3.9,76.0,30783.0,3.7,3.1,4.1,3.3,3.9,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,bp,108772,100000,118000,5001 to 10000 Employees,Company - Public,"Energy, Mining, Utilities",Energy & Utilities,$10+ billion (USD),4.0,87.0,8.0,3.5,3.6,4.0,3.7,3.9,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,Attra,97980,96000,100000,1001 to 5000 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,3.8,76.0,21.0,3.7,3.6,3.7,3.5,3.5,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Research Assistant,Melbourne,Murdoch Childrens Research Institute,86768,80000,94000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",$50 to $100 million (USD),4.2,72.0,0.0,3.9,3.8,4.2,3.5,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freelance Translator,Melbourne,IQVIA,76528,59000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),4.0,82.0,3274.0,3.8,3.6,3.9,3.6,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant,Melbourne,Alfred Health,59791,55000,65000,5001 to 10000 Employees,Hospital,Healthcare,Healthcare Services & Hospitals,Unknown / Non-Applicable,4.2,93.0,28.0,4.0,3.6,4.1,4.0,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Specialist,Melbourne,JLL,70378,61000,81000,10000+ Employees,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),4.1,85.0,1596.0,3.7,3.5,3.9,3.5,3.6,Victoria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Meteorologist,Melbourne,UM for BOM,57706,58000,58000,1001 to 5000 Employees,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.6,73.0,0.0,3.2,3.4,3.5,2.7,4.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Medical Laboratory Tech,Melbourne,Murdoch Childrens Research Institute,67264,61000,74000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",$50 to $100 million (USD),4.2,72.0,0.0,3.9,3.8,4.2,3.5,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Researcher IV,Australia,Australian Government Department of Defence,82842,70000,96000,10000+ Employees,Government,Government & Public Administration,National Services & Agencies,$10+ billion (USD),3.9,85.0,0.0,3.9,3.7,3.7,3.3,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant,Melbourne,Murdoch Childrens Research Institute,88625,80000,97000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",$50 to $100 million (USD),4.2,72.0,0.0,3.9,3.8,4.2,3.5,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Quality Manager,Melbourne,Mercer,89443,80000,100000,10000+ Employees,Subsidiary or Business Segment,Management & Consulting,Business Consulting,$2 to $5 billion (USD),3.9,79.0,880.0,3.7,3.4,3.9,3.5,3.5,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Associate,Mulgrave,Bristol Myers Squibb,96555,79000,118000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),4.0,81.0,52.0,3.6,3.9,3.8,3.5,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst,Melbourne,ANZ Banking Group,95917,80000,115000,10000+ Employees,Company - Public,Finance,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,1596.0,3.9,3.7,4.1,3.7,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
QC Analyst,Melbourne,Seqirus A CSL Company,109138,94000,126000,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,Less than $1 million (USD),3.8,72.0,75.0,3.5,3.7,3.7,3.4,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecturer,Melbourne,RMIT VN,112082,102000,122000,501 to 1000 Employees,College / University,Education,Colleges & Universities,Unknown / Non-Applicable,4.2,84.0,26.0,4.0,4.3,4.1,3.9,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Scientist,Melbourne,Sportsbet,119294,107000,133000,501 to 1000 Employees,Company - Private,"Arts, Entertainment & Recreation",Gambling & Betting,Unknown / Non-Applicable,3.4,58.0,58.0,3.4,3.8,3.7,3.0,3.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Research Fellow,Richmond,Monash University,137392,128000,147000,10000+ Employees,College / University,Education,Colleges & Universities,$1 to $2 billion (USD),4.2,84.0,244.0,3.8,3.9,4.1,3.8,4.0,Victoria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Technology Specialist,Melbourne,Accenture,83812,65000,108000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Engineer,Melbourne,RightShip,87750,70000,110000,51 to 200 Employees,Company - Private,Transportation & Logistics,Shipping & Trucking,Unknown / Non-Applicable,4.0,61.0,2.0,3.6,4.3,3.8,3.7,3.7,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Support Engineer,Melbourne,Afterpay,125650,110000,143000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$5 to $10 million (USD),3.6,64.0,49.0,3.5,3.5,3.7,3.3,3.5,Victoria,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Science Teacher,Melbourne,Schools (Government),94248,80000,111000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.7,71.0,5.0,3.5,3.1,3.3,3.2,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Summer Non Title,Melbourne,Deloitte,77041,76000,78000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical Education Teacher,Melbourne,Schools (Government),94248,80000,111000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.7,71.0,5.0,3.5,3.1,3.3,3.2,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst,Melbourne,AustralianSuper,124953,120000,130000,501 to 1000 Employees,Non-profit Organisation,Finance,Investment & Asset Management,$10+ billion (USD),4.1,86.0,3.0,3.9,3.3,4.1,3.2,3.9,Victoria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Research Coordinator,Melbourne,Murdoch Childrens Research Institute,84485,80000,89000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",$50 to $100 million (USD),4.2,72.0,0.0,3.9,3.8,4.2,3.5,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist,Bendigo,Apiam Animal Health,92212,80000,106000,501 to 1000 Employees,Company - Public,Personal Consumer Services,Pet Care & Veterinary,Unknown / Non-Applicable,2.5,59.0,0.0,1.9,2.8,2.3,1.7,2.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Southbank,Digitas,112943,95000,135000,5001 to 10000 Employees,Subsidiary or Business Segment,Media & Communication,Advertising & Public Relations,Unknown / Non-Applicable,3.8,69.0,167.0,3.6,3.5,3.8,3.3,3.4,Victoria,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Data Engineer,Melbourne,Deputy,142178,140000,145000,201 to 500 Employees,Company - Private,Information Technology,Software Development,Unknown / Non-Applicable,4.0,76.0,81.0,3.8,3.9,4.1,3.8,4.1,Victoria,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Research Fellow,Melbourne,University of Melbourne,90944,77000,105000,5001 to 10000 Employees,College / University,Education,Colleges & Universities,$2 to $5 billion (USD),4.3,89.0,129.0,3.6,4.0,4.0,3.5,4.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non Title,Melbourne,Simplot,114935,105000,126000,5001 to 10000 Employees,Company - Private,Agriculture,Crop Production,$5 to $10 billion (USD),3.0,47.0,72.0,2.6,3.0,2.6,2.4,2.8,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical Education Teacher,Bacchus Marsh,Schools (Government),94248,80000,111000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.7,71.0,5.0,3.5,3.1,3.3,3.2,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Associate Consultant,Melbourne,Capgemini Australia,66000,66000,66000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,87.0,16.0,4.0,3.4,4.2,3.8,4.1,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIS Analyst,Melbourne,SMEC,89800,72000,112000,5001 to 10000 Employees,Company - Private,Management & Consulting,Business Consulting,$500 million to $1 billion (USD),4.2,89.0,153.0,4.1,3.6,4.1,3.9,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist,Melbourne,Ramsay Health Care,97847,84000,114000,10000+ Employees,Company - Public,Healthcare,Healthcare Services & Hospitals,$5 to $10 billion (USD),3.6,68.0,75.0,3.3,2.9,3.2,3.0,3.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caregiver III,Melbourne,Schools (Government),72867,59000,90000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.7,71.0,5.0,3.5,3.1,3.3,3.2,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Mulgrave,Kmart,59785,56000,64000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,General Merchandise & Superstores,$5 to $10 billion (USD),3.5,62.0,1842.0,3.1,2.9,3.3,3.1,3.5,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,Melbourne,Eliiza,102005,95000,110000,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,4.6,100.0,2.0,4.5,4.0,5.0,5.0,4.0,Victoria,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Senior Clinical Research Associate,Melbourne,IQVIA,95695,81000,113000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),4.0,82.0,3274.0,3.8,3.6,3.9,3.6,3.7,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,Cash App,114837,102000,129000,1001 to 5000 Employees,Company - Public,Information Technology,Computer Hardware Development,Unknown / Non-Applicable,4.5,98.0,22.0,4.5,4.3,4.6,4.1,4.2,Victoria,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Caregiver,Melbourne,Schools (Government),72867,59000,90000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.7,71.0,5.0,3.5,3.1,3.3,3.2,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
